onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	color_r	color_g	color_b	case	font
228.124	n/a	SESS_START	114062	n/a	LTP081	ltpFR	18	n/a	n/a	n/a	n/a	0	3	n/a	n/a	n/a	n/a	n/a	n/a
276.7	n/a	WORD	138350	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	0	AGENT	10	1	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
280.526	n/a	WORD	140263	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	0	PATROL	1027	1	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
284.55	n/a	WORD	142275	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	0	CORN	381	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
288.608	n/a	WORD	144304	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	1	ELEVATOR	524	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
292.6	n/a	WORD	146300	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	1	GREASE	660	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
296.466	n/a	WORD	148233	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	1	SLIDE	1326	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
300.642	n/a	WORD	150321	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	1	SKATE	1313	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
304.84	n/a	WORD	152420	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	1	MINER	896	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
308.884	n/a	WORD	154442	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	1	NAVIGATOR	938	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
313.024	n/a	WORD	156512	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	0	CARROT	249	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
316.966	n/a	WORD	158483	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	0	TOWER	1490	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
320.832	n/a	WORD	160416	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	1	FLEA	577	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
324.874	n/a	WORD	162437	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	1	BANQUET	86	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
328.792	n/a	WORD	164396	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	0	FEAST	556	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
332.958	n/a	WORD	166479	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	0	FLY	586	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
336.982	n/a	WORD	168491	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	0	SCARECROW	1245	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
342.766	n/a	REC_START	171383	n/a	LTP081	ltpFR	18	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
343.436	n/a	REC_WORD	171718	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	0	SCARECROW	1245	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
344.94	n/a	REC_WORD	172470	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	0	FEAST	556	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
345.998	n/a	REC_WORD	172999	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	1	ELEVATOR	524	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
347.112	n/a	REC_WORD	173556	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	0	AGENT	10	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
350.02	n/a	REC_WORD	175010	wordpools/wasnorm_wordpool.txt	LTP081	ltpFR	18	1	1	GREASE	660	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
