onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
220.338	n/a	SESS_START	110169	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	n/a	n/a	0	0	0
242.706	n/a	START	121353	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
242.738	n/a	PROB	121369	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	-1	13	7	2	4
245.572	n/a	PROB	122786	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	-1	12	1	3	8
247.026	n/a	PROB	123513	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	-1	21	8	6	7
249.828	n/a	PROB	124914	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	-1	18	6	7	5
251.362	n/a	PROB	125681	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	-1	16	1	9	6
252.78	n/a	PROB	126390	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	-1	19	9	2	8
253.952	n/a	STOP	126976	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
302.22	n/a	WORD	151110	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	PUDDING	1139	n/a	n/a	0	0	0
304.888	n/a	WORD	152444	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	CRIB	407	n/a	n/a	0	0	0
307.39	n/a	WORD	153695	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	NOVEL	960	n/a	n/a	0	0	0
310.026	n/a	WORD	155013	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	HAND	683	n/a	n/a	0	0	0
312.51	n/a	WORD	156255	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	DRIVER	499	n/a	n/a	0	0	0
315.246	n/a	WORD	157623	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	PECAN	1036	n/a	n/a	0	0	0
318.032	n/a	WORD	159016	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	ACTRESS	6	n/a	n/a	0	0	0
320.766	n/a	WORD	160383	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	EAGLE	512	n/a	n/a	0	0	0
323.302	n/a	WORD	161651	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	JUGGLER	763	n/a	n/a	0	0	0
325.754	n/a	WORD	162877	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	FOREST	593	n/a	n/a	0	0	0
328.39	n/a	WORD	164195	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	BRANCH	168	n/a	n/a	0	0	0
330.842	n/a	WORD	165421	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	WRIST	1626	n/a	n/a	0	0	0
333.492	n/a	WORD	166746	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	BISON	131	n/a	n/a	0	0	0
335.996	n/a	WORD	167998	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	CUSTARD	429	n/a	n/a	0	0	0
338.664	n/a	WORD	169332	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	COIN	343	n/a	n/a	0	0	0
341.416	n/a	WORD	170708	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	SOFTBALL	1343	n/a	n/a	0	0	0
344.118	n/a	WORD	172059	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	RACKET	1155	n/a	n/a	0	0	0
346.954	n/a	WORD	173477	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	TRUCK	1512	n/a	n/a	0	0	0
349.422	n/a	WORD	174711	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	BACKBONE	66	n/a	n/a	0	0	0
351.908	n/a	WORD	175954	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	BUGGY	188	n/a	n/a	0	0	0
354.46	n/a	WORD	177230	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	MARKER	870	n/a	n/a	0	0	0
357.296	n/a	WORD	178648	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	LACE	792	n/a	n/a	0	0	0
359.748	n/a	WORD	179874	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	POSTAGE	1113	n/a	n/a	0	0	0
362.2	n/a	WORD	181100	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	BOX	159	n/a	n/a	0	0	0
363.818	n/a	START	181909	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
364.944	n/a	DISTRACTOR	182472	n/a	LTP312	ltpFR2	11	1	n/a	n/a	n/a	n/a	0	0	0
364.952	n/a	PROB	182476	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	22	8	6	8
366.988	n/a	PROB	183494	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	22	6	8	8
368.304	n/a	PROB	184152	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	19	7	7	5
369.84	n/a	PROB	184920	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	20	7	8	5
372.608	n/a	PROB	186304	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	10	2	5	3
374.126	n/a	PROB	187063	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	15	8	4	3
376.094	n/a	PROB	188047	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	18	9	1	8
377.362	n/a	PROB	188681	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	18	4	9	5
379.08	n/a	PROB	189540	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	12	5	6	1
380.58	n/a	PROB	190290	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	14	1	7	6
382.082	n/a	PROB	191041	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	13	4	3	6
383.648	n/a	PROB	191824	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	14	2	5	7
387.804	n/a	STOP	193902	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
389.684	n/a	REC_START	194842	n/a	LTP312	ltpFR2	11	1	n/a	n/a	n/a	n/a	0	0	0
391.578	n/a	REC_WORD	195789	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	PUDDING	1139	n/a	n/a	0	0	0
393.392	n/a	REC_WORD	196696	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	CUSTARD	429	n/a	n/a	0	0	0
394.336	n/a	REC_WORD	197168	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	COIN	343	n/a	n/a	0	0	0
395.688	n/a	REC_WORD	197844	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	EAGLE	512	n/a	n/a	0	0	0
396.742	n/a	REC_WORD	198371	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	JUGGLER	763	n/a	n/a	0	0	0
398.844	n/a	REC_WORD	199422	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	CRIB	407	n/a	n/a	0	0	0
399.988	n/a	REC_WORD	199994	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	NOVEL	960	n/a	n/a	0	0	0
402.768	n/a	REC_WORD	201384	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	BISON	131	n/a	n/a	0	0	0
403.956	n/a	REC_WORD	201978	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	WRIST	1626	n/a	n/a	0	0	0
405.924	n/a	REC_WORD	202962	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	BOX	159	n/a	n/a	0	0	0
407.03	n/a	REC_WORD	203515	wordpools/wasnorm_wordpool_576.txt	LTP312	ltpFR2	11	1	POSTAGE	1113	n/a	n/a	0	0	0
480.146	n/a	DISTRACTOR	240073	n/a	LTP312	ltpFR2	11	2	n/a	n/a	n/a	n/a	0	0	0
480.146	n/a	START	240073	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	2	n/a	n/a	n/a	n/a
480.164	n/a	PROB	240082	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	2	12	5	2	5
481.514	n/a	PROB	240757	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	2	10	3	6	1
483.514	n/a	PROB	241757	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	2	19	8	5	6
486.002	n/a	PROB	243001	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	2	10	3	1	6
487.218	n/a	PROB	243609	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	2	18	5	7	6
488.786	n/a	PROB	244393	n/a	LTP312	ltpFR2	11	n/a	n/a	n/a	2	13	1	7	5
