onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_conf	resp	color_b	color_g	color_r	case	font
238.802	n/a	SESS_START	119401	n/a	LTP282	ltpFR	4	n/a	n/a	n/a	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a
310.316	n/a	WORD	155158	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	0	BARREL	91	n/a	1	1	0.412841796875	0.57763671875	lower	../fonts/zerothre.ttf
314.376	n/a	WORD	157188	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	0	CLERK	321	n/a	1	1	0.412841796875	0.57763671875	lower	../fonts/zerothre.ttf
318.222	n/a	WORD	159111	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	1	CHEF	290	n/a	1	0	0.5869140625	0.422607421875	upper	../fonts/amplitud.ttf
322.166	n/a	WORD	161083	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	1	HUMAN	726	n/a	1	0	0.5869140625	0.422607421875	upper	../fonts/amplitud.ttf
326.21	n/a	WORD	163105	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	0	DRIVER	499	n/a	1	1	0.412841796875	0.57763671875	lower	../fonts/zerothre.ttf
330.322	n/a	WORD	165161	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	0	PAPER	1011	n/a	0	1	0.412841796875	0.57763671875	lower	../fonts/zerothre.ttf
334.182	n/a	WORD	167091	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	0	REPORT	1184	n/a	0	1	0.412841796875	0.57763671875	lower	../fonts/zerothre.ttf
338.142	n/a	WORD	169071	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	1	DOCUMENT	479	n/a	0	0	0.5869140625	0.422607421875	upper	../fonts/amplitud.ttf
342.186	n/a	WORD	171093	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	1	SANDWICH	1232	n/a	0	0	0.5869140625	0.422607421875	upper	../fonts/amplitud.ttf
346.148	n/a	WORD	173074	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	1	DONKEY	484	n/a	1	0	0.5869140625	0.422607421875	upper	../fonts/amplitud.ttf
350.208	n/a	WORD	175104	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	1	FRIEND	606	n/a	1	0	0.5869140625	0.422607421875	upper	../fonts/amplitud.ttf
354.086	n/a	WORD	177043	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	1	PUBLICATION	1136	n/a	0	0	0.5869140625	0.422607421875	upper	../fonts/amplitud.ttf
358.064	n/a	WORD	179032	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	1	LITERATURE	831	n/a	0	0	0.5869140625	0.422607421875	upper	../fonts/amplitud.ttf
362.19	n/a	WORD	181095	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	0	JEEP	753	n/a	1	1	0.412841796875	0.57763671875	lower	../fonts/zerothre.ttf
366.068	n/a	WORD	183034	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	0	KIDNEY	776	n/a	0	1	0.412841796875	0.57763671875	lower	../fonts/zerothre.ttf
369.946	n/a	WORD	184973	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP282	ltpFR	4	1	0	MEAT	883	n/a	0	1	0.412841796875	0.57763671875	lower	../fonts/zerothre.ttf
375.654	n/a	REC_START	187827	n/a	LTP282	ltpFR	4	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
