mstime	trial_type	stim_file	subject	experiment	session	trial	item_name	item_num	too_fast
0	SESS_START	n/a	LTP423	VFFR	5	n/a	n/a	n/a	0
137361	FFR_START	n/a	LTP423	VFFR	5	n/a	n/a	n/a	0
140469	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	PIZZA	1079	0
142534	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	RHINO	-1	0
143528	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	SHINE	-1	0
152440	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	CHEST	295	0
154032	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	HUSBAND	728	0
155752	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	BOYFRIEND	162	0
167647	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	THIEF	1456	0
188678	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	CARROT	249	0
199148	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	GIRLFRIEND	-1	0
206082	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	BABY	64	0
305248	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	SANDWICH	1232	0
339649	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	MUFFIN	929	0
357056	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	PROTON	1132	0
358162	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	NEUTRON	947	0
359357	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	ATOM	55	0
385929	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	MUMMY	932	0
453560	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	SPHINX	1349	0
468141	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	TELEPHONE	1445	0
578094	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	BOAT	144	0
704703	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	BEAM	-1	0
720317	FFR_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	n/a	SISTER	1312	0
737367	FFR_STOP	n/a	LTP423	VFFR	5	n/a	n/a	n/a	0
743717	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	0	RHINO	-1	0
745417	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	0	RHINO	-1	0
745417	PRACTICE_REC_START	n/a	LTP423	VFFR	5	0	RHINO	-1	0
746769	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	0	RHINO	n/a	0
748434	PRACTICE_REC_STOP	n/a	LTP423	VFFR	5	0	RHINO	-1	0
749967	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	1	BEAM	-1	0
751317	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	1	BEAM	-1	0
751317	PRACTICE_REC_START	n/a	LTP423	VFFR	5	1	BEAM	-1	0
752466	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	1	BEAM	n/a	0
754317	PRACTICE_REC_STOP	n/a	LTP423	VFFR	5	1	BEAM	-1	0
756267	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	2	DOG	480	0
757583	PRACTICE_REC_START	n/a	LTP423	VFFR	5	2	DOG	480	0
757583	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	2	DOG	480	0
758817	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	2	DOG	n/a	0
760583	PRACTICE_REC_STOP	n/a	LTP423	VFFR	5	2	DOG	480	0
762550	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	3	ICON	-1	0
763865	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	3	ICON	-1	0
763865	PRACTICE_REC_START	n/a	LTP423	VFFR	5	3	ICON	-1	0
765151	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	3	ICON	n/a	0
766866	PRACTICE_REC_STOP	n/a	LTP423	VFFR	5	3	ICON	-1	0
768499	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	4	FLOOD	-1	0
770049	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	4	FLOOD	-1	0
770049	PRACTICE_REC_START	n/a	LTP423	VFFR	5	4	FLOOD	-1	0
771326	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	4	FLOOD	n/a	0
773049	PRACTICE_REC_STOP	n/a	LTP423	VFFR	5	4	FLOOD	-1	0
775049	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	5	MIRROR	899	0
776316	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	5	MIRROR	899	0
776316	PRACTICE_REC_START	n/a	LTP423	VFFR	5	5	MIRROR	899	0
777479	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	5	MIRROR	n/a	0
779315	PRACTICE_REC_STOP	n/a	LTP423	VFFR	5	5	MIRROR	899	0
781416	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	6	COTTON	385	0
783082	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	6	COTTON	385	0
783082	PRACTICE_REC_START	n/a	LTP423	VFFR	5	6	COTTON	385	0
784575	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	6	COTTON	n/a	0
786099	PRACTICE_REC_STOP	n/a	LTP423	VFFR	5	6	COTTON	385	0
787965	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	7	IMAGE	-1	0
789766	PRACTICE_REC_START	n/a	LTP423	VFFR	5	7	IMAGE	-1	0
789766	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	7	IMAGE	-1	0
791070	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	7	IMAGE	n/a	0
792781	PRACTICE_REC_STOP	n/a	LTP423	VFFR	5	7	IMAGE	-1	0
794814	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	8	RING	1193	0
796248	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	8	RING	1193	0
796248	PRACTICE_REC_START	n/a	LTP423	VFFR	5	8	RING	1193	0
797440	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	8	RING	n/a	0
799248	PRACTICE_REC_STOP	n/a	LTP423	VFFR	5	8	RING	1193	0
801147	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	9	VIOLIN	1571	0
802847	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	9	VIOLIN	1571	0
802847	PRACTICE_REC_START	n/a	LTP423	VFFR	5	9	VIOLIN	1571	0
804175	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	9	VIOLIN	n/a	0
805847	PRACTICE_REC_STOP	n/a	LTP423	VFFR	5	9	VIOLIN	1571	0
812448	COUNTDOWN	n/a	LTP423	VFFR	5	9	10	n/a	0
813463	COUNTDOWN	n/a	LTP423	VFFR	5	9	9	n/a	0
814480	COUNTDOWN	n/a	LTP423	VFFR	5	9	8	n/a	0
815480	COUNTDOWN	n/a	LTP423	VFFR	5	9	7	n/a	0
816480	COUNTDOWN	n/a	LTP423	VFFR	5	9	6	n/a	0
817496	COUNTDOWN	n/a	LTP423	VFFR	5	9	5	n/a	0
818496	COUNTDOWN	n/a	LTP423	VFFR	5	9	4	n/a	0
819513	COUNTDOWN	n/a	LTP423	VFFR	5	9	3	n/a	0
820513	COUNTDOWN	n/a	LTP423	VFFR	5	9	2	n/a	0
821530	COUNTDOWN	n/a	LTP423	VFFR	5	9	1	n/a	0
824064	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	0	GLOVE	642	0
825363	REC_START	n/a	LTP423	VFFR	5	0	GLOVE	642	0
825363	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	0	GLOVE	642	0
826413	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	0	GLOVE	642	0
828379	REC_STOP	n/a	LTP423	VFFR	5	0	GLOVE	642	0
830479	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	1	FARMER	553	0
832029	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	1	FARMER	553	0
832029	REC_START	n/a	LTP423	VFFR	5	1	FARMER	553	0
833139	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	1	FARMER	553	0
835029	REC_STOP	n/a	LTP423	VFFR	5	1	FARMER	553	0
837062	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	2	POET	1095	0
838429	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	2	POET	1095	0
838429	REC_START	n/a	LTP423	VFFR	5	2	POET	1095	0
839539	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	2	POET	1095	0
841429	REC_STOP	n/a	LTP423	VFFR	5	2	POET	1095	0
842962	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	3	EYELASH	546	0
844395	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	3	EYELASH	546	0
844395	REC_START	n/a	LTP423	VFFR	5	3	EYELASH	546	0
845655	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	3	EYELASH	546	0
847395	REC_STOP	n/a	LTP423	VFFR	5	3	EYELASH	546	0
849062	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	4	SPHINX	1349	0
850812	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	4	SPHINX	1349	0
850812	REC_START	n/a	LTP423	VFFR	5	4	SPHINX	1349	0
852042	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	4	SPHINX	1349	0
853829	REC_STOP	n/a	LTP423	VFFR	5	4	SPHINX	1349	0
855661	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	5	PISTON	1076	0
856978	REC_START	n/a	LTP423	VFFR	5	5	PISTON	1076	0
856978	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	5	PISTON	1076	0
858448	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	5	PISTON	1076	0
859978	REC_STOP	n/a	LTP423	VFFR	5	5	PISTON	1076	0
861845	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	6	FRAGRANCE	599	0
863394	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	6	FRAGRANCE	599	0
863394	REC_START	n/a	LTP423	VFFR	5	6	FRAGRANCE	599	0
864594	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	6	FRAGRANCE	599	0
866394	REC_STOP	n/a	LTP423	VFFR	5	6	FRAGRANCE	599	0
868427	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	7	STICKER	1382	0
869877	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	7	STICKER	1382	0
869877	REC_START	n/a	LTP423	VFFR	5	7	STICKER	1382	0
871227	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	7	STICKER	1382	0
872877	REC_STOP	n/a	LTP423	VFFR	5	7	STICKER	1382	0
874994	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	8	MUSTARD	935	0
876627	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	8	MUSTARD	935	0
876627	REC_START	n/a	LTP423	VFFR	5	8	MUSTARD	935	0
877827	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	8	MUSTARD	935	0
879627	REC_STOP	n/a	LTP423	VFFR	5	8	MUSTARD	935	0
881360	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	9	CANAL	226	0
882727	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	9	CANAL	226	0
882727	REC_START	n/a	LTP423	VFFR	5	9	CANAL	226	0
884047	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	9	CANAL	226	0
885744	REC_STOP	n/a	LTP423	VFFR	5	9	CANAL	226	0
887377	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	10	PLATE	1086	0
888810	REC_START	n/a	LTP423	VFFR	5	10	PLATE	1086	0
888810	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	10	PLATE	1086	0
890220	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	10	PLATE	1086	0
891827	REC_STOP	n/a	LTP423	VFFR	5	10	PLATE	1086	0
893643	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	11	COOK	372	0
895393	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	11	COOK	372	0
895393	REC_START	n/a	LTP423	VFFR	5	11	COOK	372	0
897073	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	11	COOK	372	0
898394	REC_STOP	n/a	LTP423	VFFR	5	11	COOK	372	0
900176	WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	12	FRAME	600	0
901493	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	12	FRAME	600	0
901493	REC_START	n/a	LTP423	VFFR	5	12	FRAME	600	0
902993	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP423	VFFR	5	12	FRAME	600	0
904493	REC_STOP	n/a	LTP423	VFFR	5	12	FRAME	600	0
