onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
228.034	n/a	SESS_START	114017	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	n/a	n/a	0	0	0
243.252	n/a	START	121626	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
243.266	n/a	PROB	121633	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	-1	16	6	5	5
245.118	n/a	PROB	122559	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	-1	19	8	6	3
246.814	n/a	PROB	123407	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	-1	16	2	8	6
248.104	n/a	PROB	124052	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	-1	19	5	9	5
249.958	n/a	PROB	124979	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	-1	16	5	6	5
251.268	n/a	PROB	125634	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	-1	14	3	9	2
252.752	n/a	PROB	126376	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	-1	16	4	4	8
254.198	n/a	STOP	127099	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
287.058	n/a	WORD	143529	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	FOX	598	n/a	n/a	0	0	0
289.552	n/a	WORD	144776	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	BARLEY	88	n/a	n/a	0	0	0
292.204	n/a	WORD	146102	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	SCARECROW	1245	n/a	n/a	0	0	0
294.836	n/a	WORD	147418	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	LEOPARD	812	n/a	n/a	0	0	0
297.376	n/a	WORD	148688	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	LION	827	n/a	n/a	0	0	0
299.852	n/a	WORD	149926	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	PUPPY	1144	n/a	n/a	0	0	0
302.47	n/a	WORD	151235	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	PAIL	1002	n/a	n/a	0	0	0
305.138	n/a	WORD	152569	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	AUTHOR	61	n/a	n/a	0	0	0
307.836	n/a	WORD	153918	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	GUITAR	670	n/a	n/a	0	0	0
310.23	n/a	WORD	155115	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	CIGAR	308	n/a	n/a	0	0	0
312.916	n/a	WORD	156458	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	BATHTUB	100	n/a	n/a	0	0	0
315.246	n/a	WORD	157623	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	SPHINX	1349	n/a	n/a	0	0	0
317.896	n/a	WORD	158948	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	BLACKBOARD	133	n/a	n/a	0	0	0
320.452	n/a	WORD	160226	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	BLOUSE	139	n/a	n/a	0	0	0
323.088	n/a	WORD	161544	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	SEAL	1262	n/a	n/a	0	0	0
325.788	n/a	WORD	162894	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	RECORD	1176	n/a	n/a	0	0	0
328.148	n/a	WORD	164074	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	STICKER	1382	n/a	n/a	0	0	0
330.834	n/a	WORD	165417	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	JUDGE	761	n/a	n/a	0	0	0
333.534	n/a	WORD	166767	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	DOUGHNUT	490	n/a	n/a	0	0	0
335.862	n/a	WORD	167931	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	SUNRISE	1407	n/a	n/a	0	0	0
338.194	n/a	WORD	169097	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	BUBBLE	183	n/a	n/a	0	0	0
340.844	n/a	WORD	170422	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	CAMEL	223	n/a	n/a	0	0	0
343.526	n/a	WORD	171763	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	POSTAGE	1113	n/a	n/a	0	0	0
346.052	n/a	WORD	173026	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	4	1	CONCERT	360	n/a	n/a	0	0	0
347.6	n/a	START	173800	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
348.558	n/a	DISTRACTOR	174279	n/a	LTP306	ltpFR2	4	1	n/a	n/a	n/a	n/a	0	0	0
348.562	n/a	PROB	174281	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	1	15	2	4	9
350.424	n/a	PROB	175212	n/a	LTP306	ltpFR2	4	n/a	n/a	n/a	1	11	1	2	8
