mstime	trial_type	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	color_r	color_g	color_b	case	font
0	SESS_START	n/a	LTP200	ltpFR	15	n/a	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43950	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP200	ltpFR	15	1	1	SEAGULL	1261	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
47797	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP200	ltpFR	15	1	1	CHIME	300	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
51711	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP200	ltpFR	15	1	1	GUM	672	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
55894	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP200	ltpFR	15	1	0	BUN	197	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
60088	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP200	ltpFR	15	1	0	PATRIOT	1026	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
63936	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP200	ltpFR	15	1	0	PADDING	999	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
68124	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP200	ltpFR	15	1	0	LOLLIPOP	842	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
72089	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP200	ltpFR	15	1	1	MATTRESS	879	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
76182	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP200	ltpFR	15	1	1	STOVE	1388	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
