mstime	trial_type	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
0	SESS_START	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	n/a	n/a	0	0	0
22153	START	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
22184	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	19	3	8	7
23668	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	19	6	9	5
24919	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	20	4	7	7
25552	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	16	2	7	7
26221	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	18	8	8	2
27020	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	23	4	9	3
27904	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	16	6	5	6
28722	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	18	7	8	1
29656	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	16	5	3	8
31141	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	14	3	5	6
32242	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	13	2	1	8
33247	STOP	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
60429	DISTRACTOR	n/a	LTP324	ltpFR2	11	1	n/a	n/a	n/a	n/a	0	0	0
60429	START	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
60446	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	1	15	6	7	2
62198	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	1	16	7	7	2
63064	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	1	16	9	3	4
64749	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	1	7	4	2	1
65583	PROB	n/a	LTP324	ltpFR2	11	n/a	n/a	n/a	1	16	4	4	9
