mstime	trial_type	stim_file	subject	experiment	session	trial	item_name	item_num
214805	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	1	CITRUS	313
218437	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	1	BEAKER	104
219417	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	1	PUPIL	1143
237988	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	1	NEUTRON	947
261318	DISTRACTOR	n/a	LTP122	ltpFR2	4	2	n/a	n/a
286489	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	ORANGE	980
289108	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PICNIC	1060
291892	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	CHAPEL	280
294679	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	FRIAR	605
297115	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	TYPIST	1532
299866	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	LACE	792
302419	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	CRAYON	401
305054	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	CARROT	249
307673	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PUDDLE	1140
310259	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	WASP	1593
312860	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	BUG	187
315613	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PIGMENT	1066
318399	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PILOT	1070
321184	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	ROD	1203
323786	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	FREEZER	604
326606	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	RAFT	1159
329341	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PLAYGROUND	1087
331993	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	HEDGE	699
334679	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	CAMEL	223
337348	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	ITEM	746
340117	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PENGUIN	1044
342719	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	ROBBER	1197
345371	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	SUSPECT	1415
348023	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	VIKING	1565
350748	DISTRACTOR	n/a	LTP122	ltpFR2	4	2	n/a	n/a
375581	REC_START	n/a	LTP122	ltpFR2	4	2	n/a	n/a
379021	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PICNIC	1060
380064	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	ORANGE	980
381015	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	CARROT	249
382085	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	WASP	1593
383165	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	BUG	187
384320	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	TYPIST	1532
385284	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	CRAYON	401
386244	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PIGMENT	1066
387321	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PILOT	1070
388359	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	ROD	1203
389508	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	CHAPEL	280
390693	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	FRIAR	605
395553	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	HEDGE	699
397428	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PLAYGROUND	1087
398474	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	CAMEL	223
399358	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	ITEM	746
400258	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	ROBBER	1197
401182	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	SUSPECT	1415
403994	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PUDDLE	1140
406284	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	RAFT	1159
414817	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	ITEM	746
423507	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	LACE	792
440989	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	2	PENGUIN	1044
466191	DISTRACTOR	n/a	LTP122	ltpFR2	4	3	n/a	n/a
491413	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	TROMBONE	1508
493947	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	COIN	343
496383	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	PLUTO	1092
499035	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	BUGGY	188
501754	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	SKETCH	1315
504508	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	BALLOON	75
506958	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	CLOUD	328
509394	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	SUBWAY	1400
511878	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	ELBOW	520
514649	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	JUNGLE	764
517201	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	SLIME	1327
519885	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	MILDEW	893
522539	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	GUARD	667
525291	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	TILE	1468
527857	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	GROUND	666
530611	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	MOTOR	922
533280	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	FRANCE	601
535915	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	TREAT	1501
538467	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	TWISTER	1530
541186	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	DRAWING	494
543854	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	COMET	353
546341	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	COUSIN	392
549025	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	SNAKE	1333
551510	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	CHIPMUNK	304
554290	DISTRACTOR	n/a	LTP122	ltpFR2	4	3	n/a	n/a
579064	REC_START	n/a	LTP122	ltpFR2	4	3	n/a	n/a
592386	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	PLUTO	1092
593672	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	BUGGY	188
594972	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	MOTOR	922
596388	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	TREAT	1501
597377	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	SKETCH	1315
598614	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	DRAWING	494
599959	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	ELBOW	520
602196	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	CLOUD	328
603703	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	TWISTER	1530
606103	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	COMET	353
607628	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	SUBWAY	1400
608780	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	MILDEW	893
609659	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	SLIME	1327
611605	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	GUARD	667
612497	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	TILE	1468
613508	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	GROUND	666
615614	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	FRANCE	601
617265	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	JUNGLE	764
645909	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	3	BALLOON	75
669500	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	KIDNEY	776
671994	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	ONION	977
674746	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	TURKEY	1520
677166	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	HAND	683
679719	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	GRAVEL	659
682244	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	CHAMPAGNE	278
684690	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	LODGE	839
687325	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	MOTEL	919
690145	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	DENIM	446
692812	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	TOASTER	1472
695437	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	CHURCH	307
698156	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	NOTEBOOK	959
700924	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	GRIZZLY	662
703506	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	DENTIST	447
706057	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	DRILL	497
708493	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	CRUTCH	417
711095	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	HANDBAG	684
713685	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	HARP	689
716316	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	QUAIL	1147
719067	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	GLOVE	642
721870	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	GRAPE	654
724339	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	CROWN	415
727041	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	DANCER	437
729560	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	PICTURE	1061
732313	DISTRACTOR	n/a	LTP122	ltpFR2	4	4	n/a	n/a
757084	REC_START	n/a	LTP122	ltpFR2	4	4	n/a	n/a
762095	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	KIDNEY	776
763307	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	ONION	977
764586	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	TURKEY	1520
766438	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	GRAPE	654
767475	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	QUAIL	1147
768277	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	HAND	683
769297	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	GLOVE	642
770408	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	TOASTER	1472
771516	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	GRAVEL	659
772638	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	LODGE	839
773461	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	MOTEL	919
774882	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	CHURCH	307
776895	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	DENIM	446
778448	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	DENTIST	447
781665	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	GRIZZLY	662
782939	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	NOTEBOOK	959
784795	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	DANCER	437
786272	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	CROWN	415
795859	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	4	HARP	689
847518	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	TWEEZERS	1526
850322	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	MARS	873
852872	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	CRAB	397
855343	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	LEG	809
858049	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	SPHINX	1349
860513	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	TEMPLE	1448
862964	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	TORTOISE	1486
865423	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	COCOON	339
867901	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	MONSTER	912
870486	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	SMOG	1330
873188	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	SALAD	1224
875625	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	FIDDLE	561
878284	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	SWIMMER	1420
880835	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	INFANT	737
883596	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	LIGHTNING	820
886357	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	PERMIT	1051
889143	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	ROCKET	1202
891587	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	STAPLE	1371
894013	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	KETCHUP	771
896749	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	MUSTARD	935
899402	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	BRANDY	169
902178	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	SNAIL	1332
904805	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	SHARK	1275
907424	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	GANGSTER	620
909913	DISTRACTOR	n/a	LTP122	ltpFR2	4	5	n/a	n/a
934952	REC_START	n/a	LTP122	ltpFR2	4	5	n/a	n/a
946902	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	MARS	873
948249	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	SPHINX	1349
949579	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	TEMPLE	1448
950567	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	STAPLE	1371
952044	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	PERMIT	1051
956110	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	SMOG	1330
957735	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	LIGHTNING	820
959240	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	ROCKET	1202
965638	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	SWIMMER	1420
967019	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	INFANT	737
969690	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	SHARK	1275
970801	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	GANGSTER	620
972002	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	BRANDY	169
972920	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	SALAD	1224
973962	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	MUSTARD	935
975548	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	KETCHUP	771
1009053	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	5	TORTOISE	1486
1025405	DISTRACTOR	n/a	LTP122	ltpFR2	4	6	n/a	n/a
1050524	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	PIANO	1057
1053244	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	FLUTE	585
1055844	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	WIDOW	1608
1058447	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	COUCH	386
1060882	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	ICEBERG	731
1063367	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	PERCH	1048
1065984	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	MILK	895
1068471	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	CLIMBER	323
1071144	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	MARKER	870
1073946	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	MATTRESS	879
1076378	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	SILK	1307
1078912	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	GIRL	637
1081448	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	CATTLE	261
1084133	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	JUDGE	761
1086834	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	WHISTLE	1606
1089410	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	HAWK	692
1091905	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	OYSTER	995
1094642	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	BOX	159
1097459	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	LEADER	807
1099944	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	DINER	467
1102631	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	KITCHEN	778
1105240	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	WOMAN	1620
1107824	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	TWIG	1527
1110411	WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	STAMP	1370
1112838	DISTRACTOR	n/a	LTP122	ltpFR2	4	6	n/a	n/a
1137774	REC_START	n/a	LTP122	ltpFR2	4	6	n/a	n/a
1148632	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	PIANO	1057
1149369	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	FLUTE	585
1150415	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	WIDOW	1608
1151823	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP122	ltpFR2	4	6	COUCH	386
