onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
203.842	n/a	SESS_START	101921	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	n/a	n/a	0	0	0
216.634	n/a	START	108317	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
216.65	n/a	PROB	108325	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	-1	13	4	8	1
218.202	n/a	PROB	109101	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	-1	13	1	9	3
219.388	n/a	PROB	109694	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	-1	14	7	2	5
220.838	n/a	PROB	110419	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	-1	21	4	8	9
222.272	n/a	PROB	111136	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	-1	12	1	7	5
223.722	n/a	PROB	111861	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	-1	20	5	9	4
225.558	n/a	PROB	112779	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	-1	25	8	7	8
227.404	n/a	STOP	113702	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
258.104	n/a	DISTRACTOR	129052	n/a	LTP317	ltpFR2	17	1	n/a	n/a	n/a	n/a	0	0	0
258.104	n/a	START	129052	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
258.116	n/a	PROB	129058	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	1	7	4	2	1
259.952	n/a	PROB	129976	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	1	21	3	9	9
261.336	n/a	PROB	130668	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	1	13	5	6	2
262.72	n/a	PROB	131360	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	1	22	8	8	6
265.472	n/a	PROB	132736	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	1	15	4	2	9
266.806	n/a	PROB	133403	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	1	17	2	8	7
268.24	n/a	PROB	134120	n/a	LTP317	ltpFR2	17	n/a	n/a	n/a	1	16	4	9	3
