onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	answer	test_x	test_y	test_z	color_r	color_g	color_b	case	font
225.996	n/a	SESS_START	112998	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	1	5	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
258.93	n/a	START	129465	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
258.964	n/a	PROB	129482	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	1	6	7	n/a	n/a	n/a	n/a	n/a
260.612	n/a	PROB	130306	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	1	4	1	n/a	n/a	n/a	n/a	n/a
261.91	n/a	PROB	130955	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	3	3	6	n/a	n/a	n/a	n/a	n/a
263.972	n/a	PROB	131986	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	2	7	3	n/a	n/a	n/a	n/a	n/a
265.954	n/a	PROB	132977	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	8	2	8	n/a	n/a	n/a	n/a	n/a
267.418	n/a	PROB	133709	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	1	5	1	n/a	n/a	n/a	n/a	n/a
268.782	n/a	PROB	134391	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	3	4	8	n/a	n/a	n/a	n/a	n/a
270.53	n/a	PROB	135265	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19	3	8	8	n/a	n/a	n/a	n/a	n/a
272.76	n/a	PROB	136380	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19	2	9	8	n/a	n/a	n/a	n/a	n/a
275.888	n/a	PROB	137944	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8	1	1	6	n/a	n/a	n/a	n/a	n/a
277.086	n/a	PROB	138543	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8	4	1	3	n/a	n/a	n/a	n/a	n/a
278.304	n/a	STOP	139152	n/a	LTP190	ltpFR	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
317.444	n/a	WORD	158722	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	9	1	0	CAN	225	1	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
321.354	n/a	WORD	160677	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	9	1	0	DOUGH	489	n/a	n/a	0	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
325.45	n/a	WORD	162725	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	9	1	1	BEAKER	104	n/a	n/a	2	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
327.312	n/a	KEY_MSG	163656	n/a	LTP190	ltpFR	9	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
329.876	n/a	WORD	164938	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	9	1	1	BIOLOGIST	128	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
333.702	n/a	WORD	166851	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	9	1	1	GIRAFFE	636	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
337.646	n/a	WORD	168823	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	9	1	1	REFRIGERATOR	1179	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
341.608	n/a	WORD	170804	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	9	1	1	RECEIPT	1173	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
345.652	n/a	WORD	172826	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	9	1	1	COURSE	390	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
349.63	n/a	WORD	174815	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	9	1	0	AUTHOR	61	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
353.506	n/a	WORD	176753	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	9	1	0	SEAL	1262	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
357.468	n/a	WORD	178734	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	9	1	1	BOOT	150	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
