onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
307.914	n/a	SESS_START	153957	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	n/a	n/a	0	0	0
327.136	n/a	START	163568	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
327.168	n/a	PROB	163584	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	-1	25	9	8	8
332.428	n/a	PROB	166214	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	-1	19	1	9	9
334.376	n/a	PROB	167188	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	-1	11	4	4	3
335.872	n/a	PROB	167936	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	-1	16	7	5	4
339.136	n/a	STOP	169568	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
379.376	n/a	DISTRACTOR	189688	n/a	LTP123	ltpFR2	2	1	n/a	n/a	n/a	n/a	0	0	0
379.376	n/a	START	189688	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
379.408	n/a	PROB	189704	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	20	5	9	6
381.356	n/a	PROB	190678	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	11	3	1	7
382.852	n/a	PROB	191426	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	21	7	7	7
384.516	n/a	PROB	192258	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	16	8	3	5
387.396	n/a	PROB	193698	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	18	3	7	8
388.794	n/a	PROB	194397	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	13	3	4	6
390.458	n/a	PROB	195229	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	20	9	8	3
392.29	n/a	PROB	196145	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	8	2	3	3
394.002	n/a	PROB	197001	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	18	7	5	6
396.35	n/a	PROB	198175	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	13	1	9	3
397.73	n/a	PROB	198865	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	19	8	2	9
399.096	n/a	PROB	199548	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	18	9	5	4
400.876	n/a	PROB	200438	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	7	3	1	3
402.316	n/a	STOP	201158	n/a	LTP123	ltpFR2	2	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
404.272	n/a	WORD	202136	wordpools/wasnorm_wordpool_576.txt	LTP123	ltpFR2	2	1	FOREST	593	n/a	n/a	0	0	0
407.05	n/a	WORD	203525	wordpools/wasnorm_wordpool_576.txt	LTP123	ltpFR2	2	1	CROWN	415	n/a	n/a	0	0	0
409.564	n/a	WORD	204782	wordpools/wasnorm_wordpool_576.txt	LTP123	ltpFR2	2	1	SUITCASE	1403	n/a	n/a	0	0	0
412.294	n/a	WORD	206147	wordpools/wasnorm_wordpool_576.txt	LTP123	ltpFR2	2	1	OZONE	996	n/a	n/a	0	0	0
