mstime	trial_type	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	color_r	color_g	color_b	case	font
0	SESS_START	n/a	LTP073	ltpFR	5	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	n/a
105352	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	JUDGE	761	1	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
109277	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	LAWYER	806	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
113126	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	PASSAGE	1019	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
117193	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	DIVER	476	n/a	5	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
121009	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	HIP	710	1	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
125176	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	CHEDDAR	286	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
129150	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	PERFUME	1049	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
133317	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	TEAPOT	1442	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
137325	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	WHISTLE	1606	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
141441	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	ASTRONAUT	51	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
145583	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	BUCKET	184	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
149683	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	PAGE	1001	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
153650	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	CATTLE	261	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
157498	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	OINTMENT	974	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
161548	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	TURKEY	1520	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
165506	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	GROCERY	664	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
171206	REC_START	n/a	LTP073	ltpFR	5	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
172077	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	TURKEY	1520	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
172893	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	GROCERY	664	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
173818	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	PAGE	1001	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
174585	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	PASSAGE	1019	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
175597	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	OINTMENT	974	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
176538	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	DIVER	476	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
177817	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	LAWYER	806	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
179571	REC_WORD_VV	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	n/a	<>	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
180571	REC_WORD_VV	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	n/a	<>	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
181571	REC_WORD_VV	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	n/a	<>	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
186874	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	BUCKET	184	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
187654	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	TEAPOT	1442	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
188440	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	WHISTLE	1606	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
193894	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	1	ASTRONAUT	51	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
211705	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	CATTLE	261	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
243497	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	1	0	HIP	710	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
252158	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	LEADER	807	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
256191	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	SLEEVE	1324	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
260157	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	VEAL	1551	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
264049	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	GOAT	644	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
268240	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	QUILT	1151	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
272140	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	GRASS	655	n/a	n/a	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
276190	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	CHAMPION	279	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
280214	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	PARENT	1013	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
284197	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	MOTHER	921	n/a	n/a	1	0.422607421875	0.5869140625	0	lower	zerothre.ttf
288247	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	CLOCK	325	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
292305	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	SHELF	1280	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
296213	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	SNORKEL	1336	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
300104	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	PUMP	1141	n/a	n/a	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
304071	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	WINNER	1615	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
308129	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	CAPTAIN	239	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
312162	WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	SALESMAN	1225	n/a	n/a	1	0.57763671875	0.412841796875	1	upper	amplitud.ttf
318037	REC_START	n/a	LTP073	ltpFR	5	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
318790	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	WINNER	1615	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
319477	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	CHAMPION	279	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
320604	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	LEADER	807	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
321309	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	CAPTAIN	239	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
322058	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	SALESMAN	1225	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
323057	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	PARENT	1013	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
323854	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	MOTHER	921	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
325152	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	SLEEVE	1324	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
326515	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	GOAT	644	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
327203	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	0	GRASS	655	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
328061	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	VEAL	1551	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
329862	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	SNORKEL	1336	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
331066	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP073	ltpFR	5	2	1	PUMP	1141	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
