mstime	trial_type	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	color_r	color_g	color_b	case	font
0	SESS_START	n/a	LTP188	ltpFR	16	n/a	n/a	n/a	n/a	1	5	n/a	n/a	n/a	n/a	n/a	n/a
60450	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	NUN	962	1	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
64572	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	CLOSET	326	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
68604	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	PERMIT	1051	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
72552	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	FRIAR	605	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
76768	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	PLASTER	1085	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
80710	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	CONCRETE	361	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
84681	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	DIVER	476	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
88730	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	PAIL	1002	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
92711	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	DOOR	486	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
96821	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	TOENAIL	1474	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
100758	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	APRON	35	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
104734	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	POPE	1105	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
108582	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	IRON	744	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
112620	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	GUARD	667	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
116712	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	PAW	1029	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
120868	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	STOVE	1388	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
126768	REC_START	n/a	LTP188	ltpFR	16	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127396	REC_WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	STOVE	1388	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
128718	REC_WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	PAW	1029	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
129836	REC_WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	IRON	744	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
131053	REC_WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	n/a	BUCKET	184	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
131961	REC_WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	TOENAIL	1474	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
133358	REC_WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	CLOSET	326	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
135014	REC_WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	NUN	962	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
142806	REC_WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	0	FRIAR	605	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
145136	REC_WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	n/a	ODOR	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
154455	REC_WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	DIVER	476	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
161349	REC_WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	1	1	CONCRETE	361	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
253595	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	2	1	BOSS	152	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
257744	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	2	1	FACTORY	548	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
261916	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	2	0	ROAD	1196	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
266115	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	2	0	GRAVEL	659	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
270325	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	2	1	VAGRANT	1544	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
274179	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	2	1	CHOCOLATE	306	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
278077	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	2	0	PLATE	1086	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
282220	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	2	0	CUPBOARD	425	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
286235	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	2	0	EWE	542	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
290357	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	2	0	LAPEL	800	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
294222	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP188	ltpFR	16	2	0	WITCH	1617	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
