onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
218.1728515625	n/a	SESS_START	446818	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	n/a	n/a	0	0	0
231.45263671875	n/a	START	474015	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
231.4755859375	n/a	PROB	474062	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	-1	10	1	4	5
233.5634765625	n/a	PROB	478338	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	-1	13	1	4	8
235.16845703125	n/a	PROB	481625	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	-1	12	4	5	3
236.73046875	n/a	PROB	484824	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	-1	11	2	7	2
238.5263671875	n/a	PROB	488502	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	-1	15	1	8	6
240.0986328125	n/a	PROB	491722	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	-1	25	7	9	9
242.201171875	n/a	STOP	496028	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
281.69140625	n/a	WORD	576904	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	HOUND	724	n/a	n/a	0	0	0
284.1572265625	n/a	WORD	581954	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	FLUTE	585	n/a	n/a	0	0	0
286.5712890625	n/a	WORD	586898	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	WHISTLE	1606	n/a	n/a	0	0	0
289.35498046875	n/a	WORD	592599	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	NECKLACE	940	n/a	n/a	0	0	0
291.8701171875	n/a	WORD	597750	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	SOFTBALL	1343	n/a	n/a	0	0	0
294.376953125	n/a	WORD	602884	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	CASHEW	253	n/a	n/a	0	0	0
296.9169921875	n/a	WORD	608086	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	GIRL	637	n/a	n/a	0	0	0
299.68994140625	n/a	WORD	613765	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	RATTLE	1170	n/a	n/a	0	0	0
302.33056640625	n/a	WORD	619173	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	BABY	64	n/a	n/a	0	0	0
305.1044921875	n/a	WORD	624854	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	BEEF	113	n/a	n/a	0	0	0
307.62744140625	n/a	WORD	630021	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	MONSTER	912	n/a	n/a	0	0	0
310.17724609375	n/a	WORD	635243	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	CRAB	397	n/a	n/a	0	0	0
312.74951171875	n/a	WORD	640511	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	GLOVE	642	n/a	n/a	0	0	0
315.41650390625	n/a	WORD	645973	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	FINGER	567	n/a	n/a	0	0	0
317.8564453125	n/a	WORD	650970	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	MISSILE	900	n/a	n/a	0	0	0
320.58740234375	n/a	WORD	656563	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	CARROT	249	n/a	n/a	0	0	0
323.1611328125	n/a	WORD	661834	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	FIREPLACE	570	n/a	n/a	0	0	0
325.78515625	n/a	WORD	667208	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	COOK	372	n/a	n/a	0	0	0
328.466796875	n/a	WORD	672700	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	BACKBONE	66	n/a	n/a	0	0	0
331.166015625	n/a	WORD	678228	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	BANKER	84	n/a	n/a	0	0	0
333.69677734375	n/a	WORD	683411	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	CABIN	211	n/a	n/a	0	0	0
336.388671875	n/a	WORD	688924	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	CITRUS	313	n/a	n/a	0	0	0
338.81982421875	n/a	WORD	693903	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	SUNSET	1408	n/a	n/a	0	0	0
341.29345703125	n/a	WORD	698969	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	SEAFOOD	1260	n/a	n/a	0	0	0
342.8974609375	n/a	START	702254	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
343.76171875	n/a	DISTRACTOR	704024	n/a	LTP391	ltpFR2	3	1	n/a	n/a	n/a	n/a	0	0	0
343.765625	n/a	PROB	704032	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	12	2	4	6
345.4873046875	n/a	PROB	707558	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	26	9	9	8
348.3125	n/a	PROB	713344	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	14	4	9	1
349.75634765625	n/a	PROB	716301	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	13	2	8	3
351.603515625	n/a	PROB	720084	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	19	8	9	2
354.08544921875	n/a	PROB	725167	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	15	9	1	5
355.77197265625	n/a	PROB	728621	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	6	1	1	4
357.0771484375	n/a	PROB	731294	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	20	7	4	9
359.27392578125	n/a	PROB	735793	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	19	4	8	7
361.47998046875	n/a	PROB	740311	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	9	5	1	3
364.59619140625	n/a	PROB	746693	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	16	4	4	8
366.76904296875	n/a	STOP	751143	n/a	LTP391	ltpFR2	3	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
368.7578125	n/a	REC_START	755216	n/a	LTP391	ltpFR2	3	1	n/a	n/a	n/a	n/a	0	0	0
369.1689453125	n/a	REC_WORD	756058	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	HOUND	724	n/a	n/a	0	0	0
369.77001953125	n/a	REC_WORD	757289	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	FLUTE	585	n/a	n/a	0	0	0
370.546875	n/a	REC_WORD	758880	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	WHISTLE	1606	n/a	n/a	0	0	0
371.40087890625	n/a	REC_WORD	760629	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	NECKLACE	940	n/a	n/a	0	0	0
372.1826171875	n/a	REC_WORD	762230	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	GIRL	637	n/a	n/a	0	0	0
372.87353515625	n/a	REC_WORD	763645	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	RATTLE	1170	n/a	n/a	0	0	0
373.56982421875	n/a	REC_WORD	765071	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	BABY	64	n/a	n/a	0	0	0
374.06689453125	n/a	REC_WORD	766089	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	SOFTBALL	1343	n/a	n/a	0	0	0
375.177734375	n/a	REC_WORD	768364	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	SUNSET	1408	n/a	n/a	0	0	0
376.728515625	n/a	REC_WORD	771540	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	BEEF	113	n/a	n/a	0	0	0
377.83935546875	n/a	REC_WORD	773815	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	CRAB	397	n/a	n/a	0	0	0
379.474609375	n/a	REC_WORD	777164	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	COOK	372	n/a	n/a	0	0	0
380.1015625	n/a	REC_WORD	778448	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	BANKER	84	n/a	n/a	0	0	0
380.71435546875	n/a	REC_WORD	779703	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	CABIN	211	n/a	n/a	0	0	0
381.71435546875	n/a	REC_WORD	781751	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	SEAFOOD	1260	n/a	n/a	0	0	0
382.74560546875	n/a	REC_WORD	783863	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	CARROT	249	n/a	n/a	0	0	0
383.79345703125	n/a	REC_WORD	786009	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	CITRUS	313	n/a	n/a	0	0	0
391.34423828125	n/a	REC_WORD	801473	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	FINGER	567	n/a	n/a	0	0	0
392.1513671875	n/a	REC_WORD	803126	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	GLOVE	642	n/a	n/a	0	0	0
394.35205078125	n/a	REC_WORD	807633	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	MISSILE	900	n/a	n/a	0	0	0
413.3525390625	n/a	REC_WORD	846546	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	1	CASHEW	253	n/a	n/a	0	0	0
459.19921875	n/a	WORD	940440	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	SCISSORS	1250	n/a	n/a	0	0	0
461.96533203125	n/a	WORD	946105	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	HEDGE	699	n/a	n/a	0	0	0
464.4462890625	n/a	WORD	951186	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	CHILD	299	n/a	n/a	0	0	0
467.2041015625	n/a	WORD	956834	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	MARKET	871	n/a	n/a	0	0	0
469.66015625	n/a	WORD	961864	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	LACE	792	n/a	n/a	0	0	0
472.35107421875	n/a	WORD	967375	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	GRAPE	654	n/a	n/a	0	0	0
474.78271484375	n/a	WORD	972355	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	STREAM	1392	n/a	n/a	0	0	0
477.56396484375	n/a	WORD	978051	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	BRICK	172	n/a	n/a	0	0	0
480.0126953125	n/a	WORD	983066	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	CABBAGE	210	n/a	n/a	0	0	0
482.6357421875	n/a	WORD	988438	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	SHELF	1280	n/a	n/a	0	0	0
485.1513671875	n/a	WORD	993590	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	PASSAGE	1019	n/a	n/a	0	0	0
487.57373046875	n/a	WORD	998551	wordpools/wasnorm_wordpool_576.txt	LTP391	ltpFR2	3	2	SIDEWALK	1303	n/a	n/a	0	0	0
