mstime	trial_type	stim_file	subject	experiment	session	trial	item_name	item_num	too_fast
0	SESS_START	n/a	LTP436	VFFR	4	n/a	n/a	n/a	0
19666	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	0	RHINO	-1	1
20916	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	0	RHINO	-1	1
20916	PRACTICE_REC_START	n/a	LTP436	VFFR	4	0	RHINO	-1	0
21794	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	0	RHINO	n/a	1
23916	PRACTICE_REC_STOP	n/a	LTP436	VFFR	4	0	RHINO	-1	1
25866	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	1	BEAM	-1	0
27515	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	1	BEAM	-1	0
27515	PRACTICE_REC_START	n/a	LTP436	VFFR	4	1	BEAM	-1	0
28995	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	1	BEAM	n/a	0
30515	PRACTICE_REC_STOP	n/a	LTP436	VFFR	4	1	BEAM	-1	0
32532	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	2	DOG	480	0
33998	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	2	DOG	480	0
33998	PRACTICE_REC_START	n/a	LTP436	VFFR	4	2	DOG	480	0
35879	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	2	DOG	n/a	0
36998	PRACTICE_REC_STOP	n/a	LTP436	VFFR	4	2	DOG	480	0
38565	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	3	ICON	-1	0
40265	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	3	ICON	-1	0
40265	PRACTICE_REC_START	n/a	LTP436	VFFR	4	3	ICON	-1	0
41746	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	3	ICON	n/a	0
43265	PRACTICE_REC_STOP	n/a	LTP436	VFFR	4	3	ICON	-1	0
45131	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	4	FLOOD	-1	0
46531	PRACTICE_REC_START	n/a	LTP436	VFFR	4	4	FLOOD	-1	0
46531	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	4	FLOOD	-1	0
49531	PRACTICE_REC_WORD_VV	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	4	<>	n/a	0
49531	PRACTICE_REC_STOP	n/a	LTP436	VFFR	4	4	FLOOD	-1	0
51265	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	5	MIRROR	899	0
52598	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	5	MIRROR	899	0
52598	PRACTICE_REC_START	n/a	LTP436	VFFR	4	5	MIRROR	899	0
53896	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	5	MIRROR	n/a	0
55614	PRACTICE_REC_STOP	n/a	LTP436	VFFR	4	5	MIRROR	899	0
57181	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	6	COTTON	385	0
58481	PRACTICE_REC_START	n/a	LTP436	VFFR	4	6	COTTON	385	0
58481	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	6	COTTON	385	0
60111	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	6	COTTON	n/a	0
61481	PRACTICE_REC_STOP	n/a	LTP436	VFFR	4	6	COTTON	385	0
63114	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	7	IMAGE	-1	0
64363	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	7	IMAGE	-1	0
64363	PRACTICE_REC_START	n/a	LTP436	VFFR	4	7	IMAGE	-1	0
65991	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	7	IMAGE	n/a	0
67364	PRACTICE_REC_STOP	n/a	LTP436	VFFR	4	7	IMAGE	-1	0
68930	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	8	RING	1193	0
70547	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	8	RING	1193	0
70547	PRACTICE_REC_START	n/a	LTP436	VFFR	4	8	RING	1193	0
71871	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	8	RING	n/a	0
73547	PRACTICE_REC_STOP	n/a	LTP436	VFFR	4	8	RING	1193	0
75080	PRACTICE_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	9	VIOLIN	1571	0
76313	PRACTICE_REC_START	n/a	LTP436	VFFR	4	9	VIOLIN	1571	0
76313	PRACTICE_WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	9	VIOLIN	1571	0
77705	PRACTICE_REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	9	VIOLIN	n/a	0
79313	PRACTICE_REC_STOP	n/a	LTP436	VFFR	4	9	VIOLIN	1571	0
90313	COUNTDOWN	n/a	LTP436	VFFR	4	9	10	n/a	0
91328	COUNTDOWN	n/a	LTP436	VFFR	4	9	9	n/a	0
92345	COUNTDOWN	n/a	LTP436	VFFR	4	9	8	n/a	0
93362	COUNTDOWN	n/a	LTP436	VFFR	4	9	7	n/a	0
94379	COUNTDOWN	n/a	LTP436	VFFR	4	9	6	n/a	0
95395	COUNTDOWN	n/a	LTP436	VFFR	4	9	5	n/a	0
96412	COUNTDOWN	n/a	LTP436	VFFR	4	9	4	n/a	0
97412	COUNTDOWN	n/a	LTP436	VFFR	4	9	3	n/a	0
98428	COUNTDOWN	n/a	LTP436	VFFR	4	9	2	n/a	0
99428	COUNTDOWN	n/a	LTP436	VFFR	4	9	1	n/a	0
101529	WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	0	KIDNEY	776	0
102995	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	0	KIDNEY	776	0
102995	REC_START	n/a	LTP436	VFFR	4	0	KIDNEY	776	0
104075	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	0	KIDNEY	776	0
106012	REC_STOP	n/a	LTP436	VFFR	4	0	KIDNEY	776	0
107662	WORD	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	1	NOTEBOOK	959	0
109312	WORD_OFF	wordpools/wasnorm_wordpool_576.txt	LTP436	VFFR	4	1	NOTEBOOK	959	0
