onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	color_r	color_g	color_b	case	font
239.418	n/a	SESS_START	119709	n/a	LTP099	ltpFR	2	n/a	n/a	n/a	n/a	0	5	n/a	n/a	n/a	n/a	n/a	n/a
309.148	n/a	WORD	154574	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	1	MINER	896	0	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
313.252	n/a	WORD	156626	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	1	IRON	744	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
317.348	n/a	WORD	158674	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	0	BUNNY	198	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
321.386	n/a	WORD	160693	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	0	DAM	436	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
325.556	n/a	WORD	162778	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	0	RAIL	1161	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
329.402	n/a	WORD	164701	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	0	TERMINAL	1450	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
333.488	n/a	WORD	166744	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	1	DRINK	498	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
337.332	n/a	WORD	168666	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	1	SPONGE	1355	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
341.22	n/a	WORD	170610	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	1	PEOPLE	1046	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
345.248	n/a	WORD	172624	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	1	MOTH	920	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
349.26	n/a	WORD	174630	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	1	EMPIRE	530	n/a	n/a	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
353.432	n/a	WORD	176716	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	1	DIVER	476	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
357.31	n/a	WORD	178655	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	0	SEA	1259	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
361.28	n/a	WORD	180640	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	0	TUB	1514	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
365.276	n/a	WORD	182638	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	0	PIGEON	1065	n/a	n/a	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
369.146	n/a	WORD	184573	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	0	GULL	671	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
375.008	n/a	REC_START	187504	n/a	LTP099	ltpFR	2	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
376.16	n/a	REC_WORD	188080	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	0	GULL	671	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
376.928	n/a	REC_WORD	188464	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	0	PIGEON	1065	n/a	n/a	0	n/a	n/a	n/a	n/a	n/a
377.79	n/a	REC_WORD	188895	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	n/a	TUNNEL	1519	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
378.854	n/a	REC_WORD	189427	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	0	RAIL	1161	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
379.936	n/a	REC_WORD	189968	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	1	1	PEOPLE	1046	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a
456.08	n/a	WORD	228040	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	2	0	QUEEN	1149	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
459.95	n/a	WORD	229975	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	2	0	SLACKS	1323	n/a	n/a	1	0.57763671875	0.412841796875	1	lower	amplitud.ttf
464.096	n/a	WORD	232048	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	2	1	BABY	64	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
468.24	n/a	WORD	234120	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	2	1	KING	777	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
472.078	n/a	WORD	236039	wordpools/wasnorm_wordpool.txt	LTP099	ltpFR	2	2	1	SHRIMP	1297	n/a	n/a	1	0.422607421875	0.5869140625	0	upper	zerothre.ttf
