onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_conf	resp	color_b	color_g	color_r	case	font
428.356	n/a	SESS_START	214178	n/a	LTP076	ltpFR	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
511.488	n/a	WORD	255744	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	LOBSTER	837	5	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
515.322	n/a	WORD	257661	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	LOUNGE	845	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
519.364	n/a	WORD	259682	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	ORCHESTRA	981	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
523.196	n/a	WORD	261598	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	CINNAMON	310	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
527.038	n/a	WORD	263519	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	BLENDER	136	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
531.222	n/a	WORD	265611	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	PASTRY	1022	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
535.27	n/a	WORD	267635	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	TREAD	1499	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
539.322	n/a	WORD	269661	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	DIVER	476	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
543.404	n/a	WORD	271702	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	PIANO	1057	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
547.28	n/a	WORD	273640	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	BALCONY	72	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
551.212	n/a	WORD	275606	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	BASEMENT	94	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
555.228	n/a	WORD	277614	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	COIN	343	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
559.238	n/a	WORD	279619	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	TANK	1432	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
563.204	n/a	WORD	281602	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	BRIDGE	174	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
567.188	n/a	WORD	283594	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	CORPORATION	382	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
571.046	n/a	WORD	285523	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	KEYBOARD	774	n/a	-1	1	1.0	1.0	upper	../fonts/Verdana.ttf
576.77	n/a	REC_START	288385	n/a	LTP076	ltpFR	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
578.106	n/a	REC_WORD	289053	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	CORPORATION	382	n/a	-1	n/a	n/a	n/a	n/a	n/a
579.208	n/a	REC_WORD	289604	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	KEYBOARD	774	n/a	-1	n/a	n/a	n/a	n/a	n/a
580.122	n/a	REC_WORD	290061	wordpools/wasnorm_wordpool.txt	LTP076	ltpFR	0	1	-1	PIANO	1057	n/a	-1	n/a	n/a	n/a	n/a	n/a
