onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	answer	test_x	test_y	test_z	color_r	color_g	color_b	case	font
255.388	n/a	SESS_START	127694	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	0	2	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
290.17	n/a	START	145085	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
290.22	n/a	PROB	145110	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11	5	1	5	n/a	n/a	n/a	n/a	n/a
292.11	n/a	PROB	146055	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	4	6	7	n/a	n/a	n/a	n/a	n/a
293.75	n/a	PROB	146875	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	5	7	1	n/a	n/a	n/a	n/a	n/a
295.35	n/a	PROB	147675	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	23	8	6	9	n/a	n/a	n/a	n/a	n/a
297.882	n/a	PROB	148941	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	6	3	4	n/a	n/a	n/a	n/a	n/a
299.698	n/a	PROB	149849	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	1	6	2	n/a	n/a	n/a	n/a	n/a
301.254	n/a	PROB	150627	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	1	6	7	n/a	n/a	n/a	n/a	n/a
302.628	n/a	PROB	151314	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	2	1	9	n/a	n/a	n/a	n/a	n/a
304.032	n/a	PROB	152016	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	2	5	8	n/a	n/a	n/a	n/a	n/a
305.84	n/a	PROB	152920	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	9	4	2	n/a	n/a	n/a	n/a	n/a
307.178	n/a	PROB	153589	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16	5	5	6	n/a	n/a	n/a	n/a	n/a
308.506	n/a	PROB	154253	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	2	2	8	n/a	n/a	n/a	n/a	n/a
310.07	n/a	STOP	155035	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
345.566	n/a	START	172783	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
347.08	n/a	PROB	173540	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10	2	2	6	n/a	n/a	n/a	n/a	n/a
348.436	n/a	PROB	174218	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	7	4	2	n/a	n/a	n/a	n/a	n/a
349.714	n/a	PROB	174857	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	7	7	5	n/a	n/a	n/a	n/a	n/a
351.364	n/a	PROB	175682	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	5	1	6	n/a	n/a	n/a	n/a	n/a
352.704	n/a	STOP	176352	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
354.782	n/a	WORD	177391	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	12	1	0	MERMAID	887	0	n/a	n/a	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
357.828	n/a	SLOW_MSG	178914	n/a	LTP190	ltpFR	12	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
359.362	n/a	START	179681	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
360.404	n/a	PROB	180202	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11	8	2	1	n/a	n/a	n/a	n/a	n/a
361.87	n/a	PROB	180935	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	9	1	8	n/a	n/a	n/a	n/a	n/a
363.494	n/a	PROB	181747	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	5	6	4	n/a	n/a	n/a	n/a	n/a
364.948	n/a	PROB	182474	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	8	5	5	n/a	n/a	n/a	n/a	n/a
366.184	n/a	STOP	183092	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
368.318	n/a	WORD	184159	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP190	ltpFR	12	1	0	BALLERINA	74	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
371.33	n/a	START	185665	n/a	LTP190	ltpFR	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
