mstime	trial_type	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
0	SESS_START	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	n/a	n/a	0	0	0
15503	START	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
15519	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	-1	18	7	3	8
17252	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	-1	14	1	9	4
18605	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	-1	14	7	6	1
20205	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	-1	11	6	3	2
22340	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	-1	17	2	6	9
24710	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	-1	10	6	3	1
26097	STOP	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
57383	DISTRACTOR	n/a	LTP306	ltpFR2	6	1	n/a	n/a	n/a	n/a	0	0	0
57383	START	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
57400	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	23	9	5	9
59167	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	22	7	8	7
61053	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	12	7	4	1
63120	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	14	6	3	5
65405	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	18	9	7	2
67307	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	23	8	8	7
69161	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	12	4	6	2
70562	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	13	4	7	2
72277	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	15	9	2	4
74816	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	19	6	6	7
76333	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	18	8	8	2
77701	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	13	3	2	8
81383	STOP	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
82521	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	WORKER	1621	n/a	n/a	0	0	0
85224	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	BATHTUB	100	n/a	n/a	0	0	0
88027	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	FLASHLIGHT	575	n/a	n/a	0	0	0
90528	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	LASER	801	n/a	n/a	0	0	0
93214	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	MATTRESS	879	n/a	n/a	0	0	0
95901	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	MATCH	878	n/a	n/a	0	0	0
98418	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	BLACKBOARD	133	n/a	n/a	0	0	0
100871	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	CONCERT	360	n/a	n/a	0	0	0
103658	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	TUBA	1515	n/a	n/a	0	0	0
106409	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	POLICE	1098	n/a	n/a	0	0	0
109194	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	DOUGHNUT	490	n/a	n/a	0	0	0
111681	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	CAFE	216	n/a	n/a	0	0	0
114198	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	PICTURE	1061	n/a	n/a	0	0	0
116734	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	ORANGE	980	n/a	n/a	0	0	0
119552	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	CAMEL	223	n/a	n/a	0	0	0
122021	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	ITEM	746	n/a	n/a	0	0	0
124757	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	SCRIBBLE	1256	n/a	n/a	0	0	0
127341	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	SUBWAY	1400	n/a	n/a	0	0	0
130111	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	TWEEZERS	1526	n/a	n/a	0	0	0
132747	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	TRANSPLANT	1496	n/a	n/a	0	0	0
135565	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	DANDRUFF	439	n/a	n/a	0	0	0
138035	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	OFFICE	972	n/a	n/a	0	0	0
140519	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	NIGHTGOWN	953	n/a	n/a	0	0	0
143258	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	BANQUET	86	n/a	n/a	0	0	0
144874	START	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	n/a	n/a	n/a	n/a
145784	DISTRACTOR	n/a	LTP306	ltpFR2	6	1	n/a	n/a	n/a	n/a	0	0	0
145791	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	20	7	5	8
148108	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	16	4	5	7
149727	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	13	1	7	5
151560	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	15	6	2	7
153562	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	18	6	3	9
155714	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	24	6	9	9
157883	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	12	6	1	5
159600	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	18	2	9	7
161284	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	20	8	3	9
163587	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	10	3	6	1
164989	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	18	5	6	7
166690	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	21	9	5	7
168479	STOP	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	2	n/a	n/a	n/a	n/a
170610	REC_START	n/a	LTP306	ltpFR2	6	1	n/a	n/a	n/a	n/a	0	0	0
172044	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	WORKER	1621	n/a	n/a	0	0	0
173612	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	BATHTUB	100	n/a	n/a	0	0	0
175016	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	FLASHLIGHT	575	n/a	n/a	0	0	0
177054	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	PICTURE	1061	n/a	n/a	0	0	0
178271	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	ORANGE	980	n/a	n/a	0	0	0
179569	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	CAMEL	223	n/a	n/a	0	0	0
181233	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	POLICE	1098	n/a	n/a	0	0	0
182555	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	DOUGHNUT	490	n/a	n/a	0	0	0
183356	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	CAFE	216	n/a	n/a	0	0	0
185323	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	TWEEZERS	1526	n/a	n/a	0	0	0
186863	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	TRANSPLANT	1496	n/a	n/a	0	0	0
188521	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	DANDRUFF	439	n/a	n/a	0	0	0
192101	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	NIGHTGOWN	953	n/a	n/a	0	0	0
193410	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	OFFICE	972	n/a	n/a	0	0	0
194659	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	BANQUET	86	n/a	n/a	0	0	0
196721	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	ITEM	746	n/a	n/a	0	0	0
197815	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	SCRIBBLE	1256	n/a	n/a	0	0	0
198991	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	SUBWAY	1400	n/a	n/a	0	0	0
240458	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	LASER	801	n/a	n/a	0	0	0
241514	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	MATTRESS	879	n/a	n/a	0	0	0
242651	REC_WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	1	MATCH	878	n/a	n/a	0	0	0
261033	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	CLOCK	325	n/a	n/a	0	0	0
263517	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	ROBBER	1197	n/a	n/a	0	0	0
266298	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	CANYON	235	n/a	n/a	0	0	0
269084	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	VALLEY	1545	n/a	n/a	0	0	0
271837	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	HIKER	708	n/a	n/a	0	0	0
274438	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	SHARK	1275	n/a	n/a	0	0	0
276929	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	STREAM	1392	n/a	n/a	0	0	0
279626	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	XEROX	1628	n/a	n/a	0	0	0
282195	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	STOMACH	1384	n/a	n/a	0	0	0
284982	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	MEAT	883	n/a	n/a	0	0	0
287701	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	LIVER	833	n/a	n/a	0	0	0
290285	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	SUSPECT	1415	n/a	n/a	0	0	0
293022	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	TOASTER	1472	n/a	n/a	0	0	0
295741	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	BLUEPRINT	142	n/a	n/a	0	0	0
298426	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	MUSTARD	935	n/a	n/a	0	0	0
301196	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	TURKEY	1520	n/a	n/a	0	0	0
303915	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	FOX	598	n/a	n/a	0	0	0
306516	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	MUFFIN	929	n/a	n/a	0	0	0
308952	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	CLAM	315	n/a	n/a	0	0	0
311470	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	FRIEND	606	n/a	n/a	0	0	0
313974	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	PERMIT	1051	n/a	n/a	0	0	0
316476	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	MOTEL	919	n/a	n/a	0	0	0
318928	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	HUMAN	726	n/a	n/a	0	0	0
321463	WORD	wordpools/wasnorm_wordpool_576.txt	LTP306	ltpFR2	6	2	TROMBONE	1508	n/a	n/a	0	0	0
323081	START	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	3	n/a	n/a	n/a	n/a
324215	DISTRACTOR	n/a	LTP306	ltpFR2	6	2	n/a	n/a	n/a	n/a	0	0	0
324231	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	3	15	3	6	6
325769	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	3	18	6	4	8
327036	PROB	n/a	LTP306	ltpFR2	6	n/a	n/a	n/a	3	23	9	5	9
