onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_conf	resp	answer	test_x	test_y	test_z	color_b	color_g	color_r	case	font
247.724	n/a	SESS_START	123862	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	4	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
344.402	n/a	START	172201	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
344.436	n/a	PROB	172218	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	12	1	8	3	n/a	n/a	n/a	n/a	n/a
346.716	n/a	PROB	173358	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	17	4	5	8	n/a	n/a	n/a	n/a	n/a
350.044	n/a	PROB	175022	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	16	2	6	8	n/a	n/a	n/a	n/a	n/a
351.726	n/a	PROB	175863	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	16	8	5	3	n/a	n/a	n/a	n/a	n/a
353.556	n/a	PROB	176778	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	8	2	5	1	n/a	n/a	n/a	n/a	n/a
354.92	n/a	PROB	177460	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	9	3	3	3	n/a	n/a	n/a	n/a	n/a
356.052	n/a	PROB	178026	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	17	4	8	5	n/a	n/a	n/a	n/a	n/a
358.166	n/a	PROB	179083	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	21	6	6	9	n/a	n/a	n/a	n/a	n/a
359.964	n/a	PROB	179982	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	16	9	5	2	n/a	n/a	n/a	n/a	n/a
361.744	n/a	PROB	180872	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	12	2	2	8	n/a	n/a	n/a	n/a	n/a
362.894	n/a	STOP	181447	n/a	LTP130	ltpFR	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
