mstime	trial_type	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	answer	test_x	test_y	test_z	color_r	color_g	color_b	case	font
0	SESS_START	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	1	4	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
32951	START	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32975	PROB	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	32	8	8	8	n/a	n/a	n/a	n/a	n/a
34964	PROB	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	6	1	7	n/a	n/a	n/a	n/a	n/a
36645	PROB	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20	9	4	7	n/a	n/a	n/a	n/a	n/a
39741	PROB	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	7	5	1	n/a	n/a	n/a	n/a	n/a
42713	PROB	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	4	7	4	n/a	n/a	n/a	n/a	n/a
45709	PROB	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	9	5	4	n/a	n/a	n/a	n/a	n/a
48448	PROB	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19	6	4	9	n/a	n/a	n/a	n/a	n/a
52951	STOP	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
82250	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	TOURIST	1488	0	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
86245	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	CAPITAL	238	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
90217	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	INFANT	737	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
94087	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	POWDER	1117	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
98116	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	FORK	594	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
102086	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	THUMB	1462	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
106065	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	ESCALATOR	539	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
109977	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	THICKET	1455	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
114181	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	CHEF	290	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
118168	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	COOK	372	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
122312	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	MICROWAVE	892	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
126499	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	ELEVATOR	524	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
130444	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	THORN	1459	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
134623	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	KID	775	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
138585	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	NOMAD	955	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
142597	WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	CREEK	404	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
145602	START	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
146792	PROB	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	8	8	1	n/a	n/a	n/a	n/a	n/a
149555	PROB	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	6	1	2	n/a	n/a	n/a	n/a	n/a
151736	PROB	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19	5	5	9	n/a	n/a	n/a	n/a	n/a
152988	STOP	n/a	LTP086	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
155357	REC_START	n/a	LTP086	ltpFR	13	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
156045	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	INFANT	737	n/a	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
156823	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	NOMAD	955	n/a	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
157706	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	CREEK	404	n/a	n/a	0	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
158380	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	THICKET	1455	n/a	n/a	0	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
159168	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	THORN	1459	n/a	n/a	0	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
160031	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	THUMB	1462	n/a	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
162206	REC_WORD_VV	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	n/a	<>	-1	n/a	n/a	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
162700	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	CAPITAL	238	n/a	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
168617	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	POWDER	1117	n/a	n/a	0	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
169176	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	KID	775	n/a	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
201382	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP086	ltpFR	13	1	1	THORN	1459	n/a	n/a	0	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
