onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_conf	resp	answer	test_x	test_y	test_z	color_b	color_g	color_r	case	font
345.814	n/a	SESS_START	172907	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	3	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
415.054	n/a	START	207527	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
415.078	n/a	PROB	207539	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	11	2	3	6	n/a	n/a	n/a	n/a	n/a
418.494	n/a	PROB	209247	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	19	9	7	3	n/a	n/a	n/a	n/a	n/a
421.084	n/a	PROB	210542	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	12	2	9	1	n/a	n/a	n/a	n/a	n/a
422.476	n/a	PROB	211238	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	14	5	7	2	n/a	n/a	n/a	n/a	n/a
425.058	n/a	PROB	212529	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	14	5	8	1	n/a	n/a	n/a	n/a	n/a
426.958	n/a	PROB	213479	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	15	3	6	6	n/a	n/a	n/a	n/a	n/a
429.04	n/a	PROB	214520	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	14	4	3	5	n/a	n/a	n/a	n/a	n/a
430.674	n/a	PROB	215337	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	6	2	1	3	n/a	n/a	n/a	n/a	n/a
432.316	n/a	PROB	216158	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	7	1	3	3	n/a	n/a	n/a	n/a	n/a
435.056	n/a	STOP	217528	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
519.588	n/a	WORD	259794	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	HAMMOCK	681	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
523.488	n/a	WORD	261744	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	LABEL	790	n/a	0	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
527.354	n/a	WORD	263677	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	STAIRS	1367	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
531.36	n/a	WORD	265680	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	CELERY	266	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
535.3	n/a	WORD	267650	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	FORK	594	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
539.508	n/a	WORD	269754	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	ESCALATOR	539	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
543.34	n/a	WORD	271670	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	THIEF	1456	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
547.156	n/a	WORD	273578	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	TUBE	1516	n/a	0	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
551.08	n/a	WORD	275540	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	BROOK	177	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
555.02	n/a	WORD	277510	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	SEAL	1262	n/a	0	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
558.902	n/a	WORD	279451	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	BRIDGE	174	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
562.726	n/a	WORD	281363	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	HOSE	720	n/a	0	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
566.908	n/a	WORD	283454	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	BUTCHER	203	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
571.014	n/a	WORD	285507	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	LAKE	796	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
574.972	n/a	WORD	287486	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	MISSILE	900	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
578.988	n/a	WORD	289494	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	SPACE	1345	n/a	1	n/a	0	0	0	1	0.412841796875	0.57763671875	lower	../fonts/amplitud.ttf
581.994	n/a	START	290997	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
582.986	n/a	PROB	291493	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	25	9	8	8	n/a	n/a	n/a	n/a	n/a
588.538	n/a	STOP	294269	n/a	LTP128	ltpFR	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
591.81	n/a	REC_START	295905	n/a	LTP128	ltpFR	13	1	n/a	n/a	n/a	n/a	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
592.658	n/a	REC_WORD	296329	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	SPACE	1345	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
593.944	n/a	REC_WORD	296972	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	MISSILE	900	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
595.65	n/a	REC_WORD	297825	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	BUTCHER	203	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
596.674	n/a	REC_WORD	298337	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	LAKE	796	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
598.006	n/a	REC_WORD	299003	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	BROOK	177	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
598.964	n/a	REC_WORD	299482	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	SEAL	1262	n/a	0	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
600.37	n/a	REC_WORD	300185	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	BRIDGE	174	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
601.622	n/a	REC_WORD	300811	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	HOSE	720	n/a	0	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
603.108	n/a	REC_WORD	301554	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	CELERY	266	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
604.706	n/a	REC_WORD	302353	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	ESCALATOR	539	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
607.614	n/a	REC_WORD	303807	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	HAMMOCK	681	n/a	1	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
608.726	n/a	REC_WORD	304363	wordpools/wasnorm_wordpool.txt	LTP128	ltpFR	13	1	0	LABEL	790	n/a	0	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
