mstime	trial_type	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_conf	resp	color_b	color_g	color_r	case	font
0	SESS_START	n/a	LTP159	ltpFR	14	n/a	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a
69419	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	CHARCOAL	281	1	0	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
73426	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	SIRLOIN	1311	n/a	0	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
77333	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	PAW	1029	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
81390	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	TROUT	1511	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
85306	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	BALLERINA	74	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
89279	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	SUPPER	1411	n/a	1	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
93444	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	PLAZA	1088	n/a	1	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
97268	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	PAWN	1030	n/a	0	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
101225	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	MERMAID	887	n/a	1	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
105207	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	BUFFALO	186	n/a	1	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
109230	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	KETCHUP	771	n/a	0	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
113161	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	EMERALD	528	n/a	0	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
117344	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	CABBAGE	210	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
121326	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	BELLY	119	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
125300	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	GIRAFFE	636	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
129456	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	KITTEN	780	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
135289	REC_START	n/a	LTP159	ltpFR	14	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
135917	REC_WORD_VV	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	n/a	<>	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
137568	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	KITTEN	780	n/a	1	n/a	n/a	n/a	n/a	n/a
138427	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	GIRAFFE	636	n/a	1	n/a	n/a	n/a	n/a	n/a
139709	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	BELLY	119	n/a	1	n/a	n/a	n/a	n/a	n/a
141205	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	PAW	1029	n/a	1	n/a	n/a	n/a	n/a	n/a
143321	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	1	EMERALD	528	n/a	0	n/a	n/a	n/a	n/a	n/a
145276	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	SUPPER	1411	n/a	1	n/a	n/a	n/a	n/a	n/a
146748	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	MERMAID	887	n/a	1	n/a	n/a	n/a	n/a	n/a
148219	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	BUFFALO	186	n/a	1	n/a	n/a	n/a	n/a	n/a
151143	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	PLAZA	1088	n/a	1	n/a	n/a	n/a	n/a	n/a
166553	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	SIRLOIN	1311	n/a	0	n/a	n/a	n/a	n/a	n/a
181619	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	1	0	PAWN	1030	n/a	0	n/a	n/a	n/a	n/a	n/a
216584	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	STEWARDESS	1381	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
220790	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	DIAMOND	458	n/a	0	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
224838	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	LAMB	797	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
228845	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	0	ANTLER	29	n/a	1	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
232695	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	0	OX	994	n/a	1	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
236751	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	0	REFEREE	1178	n/a	1	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
240725	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	0	ATHLETE	52	n/a	1	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
244798	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	CARROT	249	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
249005	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	SADDLE	1221	n/a	0	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
253103	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	UNICORN	1538	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
257152	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	0	FLY	586	n/a	0	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
261184	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	0	DILL	465	n/a	0	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
265233	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	0	WILDERNESS	1610	n/a	1	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
269432	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	0	CHAMBER	277	n/a	1	1	0.412841796875	0.57763671875	upper	../fonts/amplitud.ttf
273572	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	ROUGE	1213	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
277621	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	ANTEATER	26	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
283361	REC_START	n/a	LTP159	ltpFR	14	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
283999	REC_WORD_VV	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	n/a	<>	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
285516	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	n/a	ROGUE	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
286334	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	ANTEATER	26	n/a	1	n/a	n/a	n/a	n/a	n/a
287476	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	STEWARDESS	1381	n/a	1	n/a	n/a	n/a	n/a	n/a
288853	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	DIAMOND	458	n/a	0	n/a	n/a	n/a	n/a	n/a
291447	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	0	FLY	586	n/a	0	n/a	n/a	n/a	n/a	n/a
293378	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	0	OX	994	n/a	1	n/a	n/a	n/a	n/a	n/a
294745	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	0	ANTLER	29	n/a	1	n/a	n/a	n/a	n/a	n/a
298940	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	CARROT	249	n/a	1	n/a	n/a	n/a	n/a	n/a
299868	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	SADDLE	1221	n/a	0	n/a	n/a	n/a	n/a	n/a
300940	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	2	1	UNICORN	1538	n/a	1	n/a	n/a	n/a	n/a	n/a
364565	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	ANT	25	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
368596	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	TURKEY	1520	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
372769	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	RIB	1188	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
376876	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	FEMALE	559	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
381066	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	ARTIST	43	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
385274	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	CALF	222	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
389456	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	COW	393	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
393513	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	MOB	904	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
397478	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	PUMPKIN	1142	n/a	1	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
401493	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	DRAGON	492	n/a	0	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
405533	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	CAGE	218	n/a	0	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
409457	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	FLEET	578	n/a	0	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
413364	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	ARTICLE	42	n/a	0	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
417346	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	SHORTCAKE	1292	n/a	0	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
421185	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	MOUNTAIN	924	n/a	0	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
425385	WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	LADDER	793	n/a	0	0	0.5869140625	0.422607421875	lower	../fonts/zerothre.ttf
431166	REC_START	n/a	LTP159	ltpFR	14	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
432657	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	LADDER	793	n/a	0	n/a	n/a	n/a	n/a	n/a
433620	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	SHORTCAKE	1292	n/a	0	n/a	n/a	n/a	n/a	n/a
435391	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	MOUNTAIN	924	n/a	0	n/a	n/a	n/a	n/a	n/a
438000	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	ARTICLE	42	n/a	0	n/a	n/a	n/a	n/a	n/a
441592	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	CALF	222	n/a	1	n/a	n/a	n/a	n/a	n/a
443543	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	COW	393	n/a	1	n/a	n/a	n/a	n/a	n/a
444905	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	ARTIST	43	n/a	1	n/a	n/a	n/a	n/a	n/a
446506	REC_WORD	wordpools/wasnorm_wordpool.txt	LTP159	ltpFR	14	3	1	FEMALE	559	n/a	1	n/a	n/a	n/a	n/a	n/a
