onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	answer	test_x	test_y	test_z	color_r	color_g	color_b	case	font
199.1	n/a	SESS_START	99550	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	0	n/a	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
226.34	n/a	START	113170	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
226.372	n/a	PROB	113186	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	3	7	5	n/a	n/a	n/a	n/a	n/a
228.054	n/a	PROB	114027	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22	9	6	7	n/a	n/a	n/a	n/a	n/a
229.7	n/a	PROB	114850	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	3	5	6	n/a	n/a	n/a	n/a	n/a
231.314	n/a	PROB	115657	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	5	6	2	n/a	n/a	n/a	n/a	n/a
232.662	n/a	PROB	116331	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10	2	5	3	n/a	n/a	n/a	n/a	n/a
233.994	n/a	PROB	116997	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	3	5	4	n/a	n/a	n/a	n/a	n/a
235.192	n/a	PROB	117596	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	6	6	5	n/a	n/a	n/a	n/a	n/a
236.508	n/a	PROB	118254	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	3	8	3	n/a	n/a	n/a	n/a	n/a
238.57	n/a	PROB	119285	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24	8	8	8	n/a	n/a	n/a	n/a	n/a
239.986	n/a	PROB	119993	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	4	2	9	n/a	n/a	n/a	n/a	n/a
241.4	n/a	PROB	120700	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	6	1	6	n/a	n/a	n/a	n/a	n/a
242.714	n/a	PROB	121357	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	8	4	5	n/a	n/a	n/a	n/a	n/a
244.246	n/a	PROB	122123	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	1	8	8	n/a	n/a	n/a	n/a	n/a
245.834	n/a	STOP	122917	n/a	LTP271	ltpFR	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
274.584	n/a	WORD	137292	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	0	TOOTHBRUSH	1482	n/a	n/a	0	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
278.412	n/a	WORD	139206	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	0	WALRUS	1585	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
282.406	n/a	WORD	141203	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	1	BOOTH	151	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
286.466	n/a	WORD	143233	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	1	FLAG	573	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
290.644	n/a	WORD	145322	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	1	ASTRONAUT	51	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
294.472	n/a	WORD	147236	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	0	BLACKBERRY	132	n/a	n/a	0	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
298.482	n/a	WORD	149241	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	0	CAULIFLOWER	262	n/a	n/a	0	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
302.394	n/a	WORD	151197	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	0	POET	1095	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
306.42	n/a	WORD	153210	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	0	PUBLICATION	1136	n/a	n/a	0	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
310.63	n/a	WORD	155315	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	0	COP	376	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
314.808	n/a	WORD	157404	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	0	EMPLOYER	532	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	zerothre.ttf
318.652	n/a	WORD	159326	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	1	EMPLOYEE	531	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
322.68	n/a	WORD	161340	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	1	PUMPKIN	1142	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
326.724	n/a	WORD	163362	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP271	ltpFR	15	1	1	TROMBONE	1508	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	amplitud.ttf
