onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
208.932	n/a	SESS_START	104466	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	n/a	n/a	0	0	0
220.41	n/a	START	110205	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
220.426	n/a	PROB	110213	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	-1	25	8	9	9
221.792	n/a	PROB	110896	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	-1	13	3	2	8
223.514	n/a	PROB	111757	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	-1	14	3	2	9
224.928	n/a	PROB	112464	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	-1	19	8	3	8
226.18	n/a	PROB	113090	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	-1	16	7	2	7
228.668	n/a	PROB	114334	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	-1	17	2	7	8
230.452	n/a	PROB	115226	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	-1	19	7	8	4
232.2	n/a	STOP	116100	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	-1	n/a	n/a	n/a	n/a
250.868	n/a	DISTRACTOR	125434	n/a	LTP321	ltpFR2	22	1	n/a	n/a	n/a	n/a	0	0	0
250.868	n/a	START	125434	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	1	n/a	n/a	n/a	n/a
250.884	n/a	PROB	125442	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	1	14	3	3	8
252.168	n/a	PROB	126084	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	1	14	4	4	6
253.186	n/a	PROB	126593	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	1	8	2	3	3
255.07	n/a	PROB	127535	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	1	14	5	5	4
255.954	n/a	PROB	127977	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	1	8	1	1	6
256.738	n/a	PROB	128369	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	1	19	7	4	8
258.106	n/a	PROB	129053	n/a	LTP321	ltpFR2	22	n/a	n/a	n/a	1	10	4	4	2
