onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	answer	test_x	test_y	test_z	color_r	color_g	color_b	case	font
254.554	n/a	SESS_START	127277	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	1	1	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
308.642	n/a	START	154321	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
308.668	n/a	PROB	154334	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	4	8	3	n/a	n/a	n/a	n/a	n/a
311.342	n/a	PROB	155671	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16	1	9	6	n/a	n/a	n/a	n/a	n/a
313.758	n/a	PROB	156879	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	9	4	4	n/a	n/a	n/a	n/a	n/a
316.232	n/a	PROB	158116	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	7	3	2	n/a	n/a	n/a	n/a	n/a
317.756	n/a	PROB	158878	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	3	4	2	n/a	n/a	n/a	n/a	n/a
319.964	n/a	PROB	159982	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10	2	6	2	n/a	n/a	n/a	n/a	n/a
321.972	n/a	PROB	160986	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	7	5	3	n/a	n/a	n/a	n/a	n/a
323.612	n/a	PROB	161806	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	4	1	8	n/a	n/a	n/a	n/a	n/a
328.63	n/a	STOP	164315	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
379.238	n/a	START	189619	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
380.744	n/a	PROB	190372	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10	1	4	5	n/a	n/a	n/a	n/a	n/a
382.954	n/a	PROB	191477	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	6	3	9	n/a	n/a	n/a	n/a	n/a
386.21	n/a	STOP	193105	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
388.052	n/a	WORD	194026	wordpools/wasnorm_wordpool.txt	LTP134	ltpFR	10	1	0	PUPIL	1143	0	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
391.06	n/a	START	195530	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
392.076	n/a	PROB	196038	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	9	7	1	n/a	n/a	n/a	n/a	n/a
394.816	n/a	PROB	197408	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	6	5	3	n/a	n/a	n/a	n/a	n/a
398.528	n/a	STOP	199264	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
399.906	n/a	WORD	199953	wordpools/wasnorm_wordpool.txt	LTP134	ltpFR	10	1	0	WRENCH	1625	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	lower	zerothre.ttf
402.914	n/a	START	201457	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
403.864	n/a	PROB	201932	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	5	1	6	n/a	n/a	n/a	n/a	n/a
405.796	n/a	PROB	202898	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	2	8	7	n/a	n/a	n/a	n/a	n/a
407.812	n/a	PROB	203906	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	6	4	2	n/a	n/a	n/a	n/a	n/a
410.914	n/a	STOP	205457	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
411.81	n/a	WORD	205905	wordpools/wasnorm_wordpool.txt	LTP134	ltpFR	10	1	1	CHAUFFEUR	283	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	amplitud.ttf
414.82	n/a	START	207410	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
415.86	n/a	PROB	207930	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	9	9	7	n/a	n/a	n/a	n/a	n/a
422.82	n/a	STOP	211410	n/a	LTP134	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
424.016	n/a	WORD	212008	wordpools/wasnorm_wordpool.txt	LTP134	ltpFR	10	1	1	INSTRUCTOR	741	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	upper	amplitud.ttf
