mstime	trial_type	stim_file	subject	experiment	session	trial	task	item_name	item_num	recog_resp	recog_conf	resp	answer	test_x	test_y	test_z	color_r	color_g	color_b	case	font
0	SESS_START	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	1	n/a	n/a	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a
26936	START	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
26986	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	27	9	9	9	n/a	n/a	n/a	n/a	n/a
28831	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19	8	4	7	n/a	n/a	n/a	n/a	n/a
31319	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20	5	7	8	n/a	n/a	n/a	n/a	n/a
33163	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20	5	7	8	n/a	n/a	n/a	n/a	n/a
34350	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20	3	9	8	n/a	n/a	n/a	n/a	n/a
36304	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	1	3	1	n/a	n/a	n/a	n/a	n/a
37710	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	8	3	6	n/a	n/a	n/a	n/a	n/a
40056	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	4	1	1	n/a	n/a	n/a	n/a	n/a
41244	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11	3	3	5	n/a	n/a	n/a	n/a	n/a
42867	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	2	5	2	n/a	n/a	n/a	n/a	n/a
46936	STOP	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
75891	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	0	PASTRY	1022	n/a	n/a	0	n/a	0	0	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
79806	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	0	DESSERT	453	n/a	n/a	0	n/a	0	0	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
84022	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	1	RIVER	1194	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
87987	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	1	WAVE	1596	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
92069	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	1	HEN	703	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
96235	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	1	ZUCCHINI	1638	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
100095	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	1	HERB	704	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
104047	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	0	SURF	1412	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
108192	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	0	JACKET	747	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
112245	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	0	HOSE	720	n/a	n/a	0	n/a	0	0	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
116110	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	0	HERD	705	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
119991	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	0	MARSH	874	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
124006	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	0	REEF	1177	n/a	n/a	1	n/a	0	0	0	0.422607421875	0.5869140625	0	lower	zerothre.ttf
128205	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	1	BULL	193	n/a	n/a	1	n/a	0	0	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
132420	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	1	SAND	1230	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
136298	WORD	wordpools/wasnorm_wordpool_less_exclusions.txt	LTP253	ltpFR	10	1	1	RAFT	1159	n/a	n/a	0	n/a	0	0	0	0.57763671875	0.412841796875	1	upper	amplitud.ttf
139314	START	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
140412	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	9	3	3	n/a	n/a	n/a	n/a	n/a
142706	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19	6	9	4	n/a	n/a	n/a	n/a	n/a
145064	PROB	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	4	2	9	n/a	n/a	n/a	n/a	n/a
146691	STOP	n/a	LTP253	ltpFR	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
